,link,product_description,customer_satisfaction,total_rating_info
51,https://www.tokopedia.com/rik-konter/sale-hp-huawei-y7-pro-2019-4-64-resmi-dan-murah-berkualitas?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"Ready stock huawei y7 pro  Bergaransi resmi  Warna Biru   Spesifikasi :  Network  Technology   GSM / HSPA / LTE Launch  Announced  2019, January Status  Available. Released 2019, January Body  Dimensions  158.9 x 76.9 x 8.1 mm (6.26 x 3.03 x 0.32 in) Weight  168 g (5.93 oz) SIM  Hybrid Dual SIM (Nano-SIM, dual stand-by) Display  Type  IPS LCD capacitive touchscreen, 16M colors Size  6.26 inches, 97.8 cm2 (~80.0% screen-to-body ratio) Resolution  720 x 1520 pixels, 19:9 ratio (~269 ppi density) Platform  OS  Android 8.1 (Oreo); EMUI 8.2 Chipset  Qualcomm SDM450 Snapdragon 450 (14 nm) CPU  Octa-core 1.8 GHz Cortex-A53 GPU  Adreno 506 Memory  Card slot  microSD, up to 512 GB (uses SIM 2 slot) Internal  64 GB, 4 GB RAM Main Camera  Dual  13 MP, f/1.8, PDAF 2 MP, depth sensor Features  LED flash, HDR, panorama Selfie camera  Single  16 MP Features  HDR Sound  Loudspeaker  Yes 3.5mm jack  Yes  - Active noise cancellation with dedicated mic Comms  WLAN  Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot Bluetooth  4.2, A2DP, LE GPS  Yes, with A-GPS, GLONASS, BDS Radio  FM radio USB  microUSB 2.0 Features  Sensors  Accelerometer, proximity, compass  - Charging 5V/2A 10W",Customer satisfaction information not found.,Rating information not found.
52,https://www.tokopedia.com/rsanjaya-6/ready-new-arrival-hp-murah-v29-handphone-asli-16gb-ram-512gb-rom-hd?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"Ready Selamat datang di Dolphin Digital  Produk memiliki masa garansi  Semua produk dalam stok  Pengiriman: Pesanan akan tiba dalam waktu 2-3hari  Produk: Pengerjaan halus, desain cantik  Deskripsi Produk Model: v29(Versi peningkatan 5G) Platform: Android 12.0  Pita Frekuensi:2G+3G+4G+5G LTE Siaga: Kartu ekspansi kartu TF vertikal dua lapis Layar: 7.5 inci Frekuensi: GSM: 800/900/1800/1900, WCDMA: 850/2100 Warna: Velvet Red,Peak Blue,Noble Black Kapasitas RAM dan ROM:  RAM 16GB + 512GB Kamera: 32MP + 68MP Resolusi：1440*3040 Panel: Layar kaku Multifungsi:5G+,pengenalan wajah, Wi-Fi 6 (802.11ax), senter ponsel,GPS, sensor gravitasi, jam alarm, kalender, kalkulator, perekam audio, perekam video, wap/mms/gprs/, penampil gambar, tugas e-book, sampul IML... Bahasa: Dukungan multi-bahasa  Di Dalam Kotak  Perangkat x 1  Pengisi Daya x 1  Kabel Data USB x 1  Panduan Pengguna x 1  Case Pelindung x 1   Gratis 2 Hadiah:  Headset x 1  Film Pelindung x 1  •Melayani: 1. Semua produk 100% Baru •Menjamin (Dolphin Digital) Kami mengembalikan uang, mengirim ulang atau yang terbaik untuk produk apa pun untuk produk yang rusak atau cacat.  •Tips： Jika terjadi kesalahan manusia (user error), produk tidak dapat dikembalikan atau ditukar, contoh: - Terkena Cairan - Segel Rusak Atau Hilang - Terbakar - Terjatuh / Gompal / Lecet",Customer satisfaction information not found.,Rating information not found.
53,https://www.tokopedia.com/cuan-gadgetid/vivo-v40-lite-4g-8-256-vivo-v-40-lite-4g-8-128-garansi-resmi-indonesia-8-128-black-bonus-30-item-f5d30?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"VIVO V40 LITE 4G RAM 8GB ROM 128GB VIVO V40 LITE 4G RAM 8GB ROM 256GB (UP TO 16GB RAM *8+8 EXTENDED RAM) GARANSI RESMI 1 TAHUN VIVO INDONESIA -100% Produk Original -100% Produk Baru -100% Produk Segel -100% IMEI Terdaftar di KEMENPERIN GARANSI : -Handphone : 1 Tahun -Software: LIFETIME WARRANTY -Kepala Charger : 6 Bulan -Usb Cable : 6 Bulan NOTE : Claim Garansi Dan Asuransi Dapat Dilakukan Di Seluruh Service Center Vivo Indonesia WARNA : - TITANIUM SILVER - CARBON BLACK - PEARL VIOLET PAKET BONUS CUAN : 1. XIAOMI AIRDOTS TWS / OLIKE WIRELESS SPEAKER / JBL GO 3 / VR BOX / REALME BUDS PLUS / FOOMEE SMARTBACKPACK / MICROSD 32GB 2. SMARTBAND / POWERBANK / MOBILE RADIATOR FAN *PILIH SALAH SATU 3. FREE ASURANSI PENGIRIMAN 4. SIM CARD ADAPTER 5. KACAMATA ANTI RADIASI 6. MASKER 1 BOX ISI 50PCS 7. MASK BRACKET 8. MASK CONNECTOR 9. STICKY CARD SLOT 10. KARTU PERDANA 11. GAMING FINGER SLEEVE 12. CUANGADGETID OFFICIAL LANYARD 13. STAND CARD HOLDER 14. KIPAS OTG 15. LED STICK 16. SELFIE LED 17. SOFTCASE (INCLUDE) 18. ANTIGORES (INCLUDE) 19. KABEL DATA 20. WATERPROOF 21. PELINDUNG KABEL 22. KONEKTOR OTG TYPE-C 23. I-RING 24. GURITA 25. POP SOCKET 26. GANTUNGAN HP 27. STAND HP 28. TRIPOD 29. BOX PACKING 30. BUBBLE WRAP PACKING *Setiap pembelian akan mendapatkan paket bonus cuan yang tertera diatas **Jika ada item kosong maka akan diganti dengan item lain yang senilai NOTE : Jika Anda memiliki pertanyaan, silakan chat dengan admin kami Melalui inbox, kami akan menjawab pertanyaan Anda secara detail.",100% pembeli merasa puas,10 rating • 4 ulasan
54,https://www.tokopedia.com/gesrek/vivo-v40-lite-4g-5g-8-128-8-256-garansi-resmi-purple-4g-8-128gb-3937d?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"- Konfirmasi warna sebelum order ( CANTUMKAN WARNA DI NOTED ) - New - Ada Toko Offline di Depok (bisa COD) - Garansi resmi Vivo Indonesia 1 tahun - Proses hari ini max 19:30 , kirim hari ini Terima Credit via Online Tokopedia - Kredivo , Lakulaku Terima Credit via Offline di Depok - Homecredit , AEON",100% pembeli merasa puas,18 rating • 9 ulasan
55,https://www.tokopedia.com/cuan-gadgetid/realme-c67-4g-nfc-8-256-realme-c-67-4g-8-128-garansi-resmi-indonesia-8-128-black-tanpa-bonus-864db?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"REALME C67 RAM 8GB ROM 128GB REALME C67 RAM 8GB ROM 256GB (UP TO 16GB RAM *8+8 EXTENDED RAM) GARANSI RESMI 1 TAHUN REALME INDONESIA -100% Produk Original -100% Produk Baru -100% Produk Segel -100% IMEI Terdaftar di KEMENPERIN GARANSI : -Handphone : 1 Tahun -Software: LIFETIME WARRANTY -Kepala Charger : 6 Bulan -Usb Cable : 6 Bulan -Battery : 6 Bulan NOTE : Claim Garansi Dan Asuransi Dapat Dilakukan Di Seluruh Service Center Realme Indonesia WARNA : - SUNNY OASIS - BLACK ROCK PAKET BONUS CUAN : 1. REALME BUDS PLUS / OLIKE WIRELESS SPEAKER / VR BOX / XIAOMI AIRDOTS TWS / JBL GO 3 / POWERBANK / GAMING FAN COOLER / SMARTBAND 2. FREE ASURANSI PENGIRIMAN 3. MASKER 1 BOX ISI 50PCS 4. MASK BRACKET 5. MASK CONNECTOR 6. TEMPERED GLASS 7. KARTU PERDANA 8. CUANGADGETID OFFICIAL LANYARD 9. KIPAS OTG 10. LED STICK 11. STAND CARD HOLDER 12. WATERPROOF 13. I-RING 14. GURITA 15. POP SOCKET 16. GAMING FINGER SLEEVE 17. SIMCARD ADAPTER 18. OTG TYPE C 19. PELINDUNG KABEL 20. GANTUNGAN HP *Setiap pembelian akan mendapatkan paket bonus cuan yang tertera diatas **Jika ada item kosong maka akan diganti dengan item lain yang senilai NOTE : Jika Anda memiliki pertanyaan, silakan chat dengan admin kami Melalui inbox, kami akan menjawab pertanyaan Anda secara detail.",100% pembeli merasa puas,27 rating • 12 ulasan
56,https://www.tokopedia.com/wahanaacesories/oppo-a3s-ram-3gb-rom-32gb-garansi-resmi-oppo-ungu-purple-merah?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"OPPO A3S 3GB RAM 32GB INTERNAL  GARANSI RESMI PRODUK READY STOK UNGU DAN MERAH SILAKAN LANGSUNG DIORDER SIS/GAN  Spesifikasi :   NETWORK Technology  GSM / HSPA / LTE LAUNCH Announced 2018, July Status Available. Released 2018, July BODY Dimensions 156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in) Weight 168 g (5.93 oz) SIM Dual SIM (Nano-SIM, dual stand-by) DISPLAY Type IPS LCD capacitive touchscreen, 16M colors Size 6.2 inches, 95.9 cm2 (~81.2% screen-to-body ratio) Resolution 720 x 1520 pixels, 19:9 ratio (~271 ppi density) Multitouch Yes  - Color OS 5.1 PLATFORM OS Android 8.1 (Oreo) Chipset Qualcomm SDM450 Snapdragon 450 CPU Octa-core 1.8 GHz Cortex-A53 GPU Adreno 506 MEMORY Card slot microSD, up to 256 GB (dedicated slot) Internal 32 GB, 3GB RAM MAIN CAMERA Dual 13 MP, f/2.2, AF 2 MP, f/2.4, depth sensor Features LED flash, HDR, panorama Video 1080p@30fps SELFIE CAMERA Single 8 MP, f/2.2 Video  SOUND Alert types Vibration; MP3, WAV ringtones Loudspeaker Yes 3.5mm jack Yes  - Active noise cancellation with dedicated mic COMMS WLAN Wi-Fi 802.11 b/g/n, WiFi Direct, hotspot Bluetooth 4.2, A2DP, LE GPS Yes, with A-GPS Radio FM radio USB microUSB 2.0, USB On-The-Go FEATURES Sensors Accelerometer, proximity, compass Messaging SMS(threaded view), MMS, Email, Push Email Browser HTML5  - MP4/H.264/FLAC player - MP3/eAAC+/WAV player - Document viewer - Photo viewer/editor BATTERY  Non-removable Li-Ion 4230 mAh battery  *free bubble wrap",93% pembeli merasa puas,78 rating • 49 ulasan
57,https://www.tokopedia.com/cuan-gadgetid/vivo-y100-4g-8-256-vivo-y-100-4g-nfc-8-128-garansi-resmi-indonesia-purple-8-128-tanpa-bonus-fe698?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"VIVO Y100 4G RAM 8GB ROM 256GB VIVO Y100 4G RAM 8GB ROM 128GB (UP TO 16GB RAM *8+8 EXTENDED RAM) GARANSI RESMI 1 TAHUN VIVO INDONESIA -100% Produk Original -100% Produk Baru -100% Produk Segel -100% IMEI Terdaftar di KEMENPERIN GARANSI : -Handphone : 1 Tahun -Software: LIFETIME WARRANTY -Kepala Charger : 6 Bulan -Usb Cable : 6 Bulan NOTE : Claim Garansi Dan Asuransi Dapat Dilakukan Di Seluruh Service Center Vivo Indonesia WARNA : - ONYX BLACK - ORCHID PURPLE - GREEN PAKET BONUS CUAN: 1. VIVO TWS AIR / FOOMEE SMART BACKPACK / OLIKE WIRELESS SPEAKER / WIRELESS MINI HOME THEATER / VR BOX / XIAOMI AIRDOTS / REALME BUDS PLUS / SPEAKER JBL GO3 2. SMARTBAND / GAMING FAN COOLER / POWERBANK *PILIH SATU 3. VIVO CARE + ( PROTEKSI DAN GRATIS PERGANTIAN BATERAI SELAMA 4 TAHUN ) 4. FREE ASURANSI PENGIRIMAN 5. SIM CARD ADAPTER 6. KACAMATA ANTI RADIASI 7. MASKER 1 BOX ISI 50PCS 8. MASK BRACKET 9. MASK CONNECTOR 10. KARTU PERDANA 11. GAMING FINGER SLEEVE 12. CUANGADGETID OFFICIAL LANYARD 13. STAND CARD HOLDER 14. KIPAS OTG 15. LED STICK 16. ANTIGORES (INCLUDE) 17. SOFTCASE (INCLUDE) 18. SELFIE LED 19. KABEL DATA 20. WATERPROOF 21. PELINDUNG KABEL 22. KONEKTOR OTG TYPE-C 23. I-RING 24. GURITA 25. POP SOCKET 26. GANTUNGAN HP 27. STAND HP 28. TRIPOD 29. BOX PACKING 30. BUBBLE WRAP *Setiap pembelian akan mendapatkan paket bonus cuan yang tertera diatas **Jika ada item kosong maka akan diganti dengan item lain yang senilai NOTE : Jika Anda memiliki pertanyaan, silakan chat dengan admin kami Melalui inbox, kami akan menjawab pertanyaan Anda secara detail.",100% pembeli merasa puas,1 rating • 1 ulasan
58,https://www.tokopedia.com/tecnoofficialstore/tecno-spark-go-1-4-4gb-128gb-120hz-display-t615-4-5g-network-5000mah-15w-ip54-android-14-garansi-12-1-bulan-startrail-black-c2cc6?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"Spesifikasi: RAM : 4GB+4GB* Memory : 128GB Kamera Depan : 8 MP F2.0 - Dual LED Flash Kamera Belakang: 13 MP F1.8 - Dual LED Flash Jaringan : 4.5G Lightning Network (100% Faster than 4G) Type Layar: IP54 Water Resistance Ukuran Layar: Punch Hole Display 6,67” Refresh Rate: 120Hz Sistem operasi : Android 14 Go Edition Sim Card: Dual Nano Sim Prosesor: UNISOC T615 Dimensi: 165,62x77,01x8,35 mm Konektivitas: GPS, WiFi, Bluetooth, IR Remote Control Kapasitas Baterai: 5000mAh(typ) Kapasitas Charge: 15 Watt Fast Charging Sound: Dual Speaker with DTS Effect Kelengkapan Unit: Perangkat x1 Charger x1 Kabel Data USB Type C x1 Case Pelindung x1 SIM Ejektor x1 Petunjuk Pengguna x1 Persyaratan keluhan TECNO Official Store: 1. Simpan bukti resi dan pesanan Anda dengan baik. 2. Wajib membuat video unboxing saat menerima produk TECNO yang masih tersegel. 3. Cek segala kelengkapan unit TECNO Anda. 4. Jika terdapat kekurangan dan kerusakan silakan menghubungi live chat TECNO Official Store. 5. Customer service akan mengarahkan langkah selanjutnya jika memberikan syarat 1 & 2.",98% pembeli merasa puas,195 rating • 85 ulasan
59,https://www.tokopedia.com/samsung/samsung-galaxy-a05s-6-128gb-silver-e3ea5?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"""Awesome offers! - Free Travel Adapter 25W senilai Rp.299.000** - Free Youtube Premium 2 bulan* *Syarat & ketentuan berlaku. Klaim melalui aplikasi Samsung Gift Indonesia. **Selama persediaan masih ada"" Spesifikasi : - Processor : Snapdragon 680 - Size : 6.7"" - Technology : PLS LCD, 90 Hz - Resolution : FHD+ - Rear Camera Resolution : 50MP + 2MP + 2MP - Main Camera Auto Focus : Yes - Rear Camera - OIS : No - Rear Camera - Zoom : Digital Zoom up to 10x - Front Camera Resolution : 13.0 MP - Front Camera Auto Focus : No - Video Resolution : FHD (1920 x 1080)@30fps - RAM : 6GB - ROM : 128GB - SIM Tray : Dual-SIM - Network Type :4G - USB Interface : Data cable C to C - USB Version : USB 2.0 - Earjack : Yes - Bluetooth Version : Bluetooth v5.1 - NFC : No - Battery Capacity : 5000MaH 25W Fast Charging Support - Side Fingerprint : Yes",99% pembeli merasa puas,4155 rating • 1475 ulasan
60,https://www.tokopedia.com/tecnoofficialstore/tecno-spark-30c-6-6gb-128gb-120hz-display-sony-48mp-camera-helio-g81-5000mah-ip54-7-8mm-ultra-slim-nfc-garansi-12-1-bulan-orbit-white-d5cf9?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"Keunggulan: 48M Main Camera Sony IMX582 Sensor 120Hz 6.67"" HD+ Smooth Display 50-Month Lasting Fluency 5000mAh Long-life Battery Infrared Remote Control Dual Symmetrical Speakers+DTS Listen Powerful Octa-Core Processor Extended RAM 6+6GB* with Big ROM 128GB Spesifikasi: RAM : 6+6GB* Memory : 128GB Kamera Depan : 8 MP Clear Front Camera + Dual Flash Kamera Belakang: 48 MP SONY IMX582 + Light Sensor + Dual Flash Jaringan : 4G Fingerprint: Side Fingerprint Type Layar: IP54 Dust & Water Resistance Ukuran Layar: 6.67"" HD+ Refresh Rate: 120Hz Display Sistem operasi : Android 14 Sim Card: Dual Nano SIM Prosesor: Helio G81 Dimensi: 165.7 x 77.1 x 7.8(7.95)mm Konektivitas: GPS, Super WiFi, Bluetooth 5.0, NFC, Infrared IR Remote Control Kapasitas Baterai: 5000mAh Kapasitas Charge: 18 Watt Type-C Fast Charging Sound: Dual Symmetrical Speakers + DTS Listen Kelengkapan Unit: Perangkat x1 Charger x1 Kabel Data USB Type C x1 Case Pelindung x1 SIM Ejektor x1 Petunjuk Pengguna x1 Persyaratan keluhan TECNO Official Store: 1. Simpan bukti resi dan pesanan Anda dengan baik. 2. Wajib membuat video unboxing saat menerima produk TECNO yang masih tersegel. 3. Cek segala kelengkapan unit TECNO Anda. 4. Jika terdapat kekurangan dan kerusakan silakan menghubungi live chat TECNO Official Store. 5. Customer service akan mengarahkan langkah selanjutnya jika memberikan syarat 1 & 2.",97% pembeli merasa puas,150 rating • 77 ulasan
61,https://www.tokopedia.com/samsung/samsung-galaxy-a25-5g-8-256gb-blue-0a50b?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"Spesifikasi -Processor : Octa-Core -Size : 6.5"" -Technology : Super AMOLED 120Hz -Resolution : FHD+ -Rear Camera Resolution : 50.0 MP + 8.0 MP + 2.0 MP -Main Camera Auto Focus : Yes -Rear Camera - OIS : Yes -Rear Camera - Zoom : Digital Zoom up to 10x -Front Camera Resolution : 13.0 MP -Front Camera Auto Focus : No ""-Video Resolution : UHD 4K (3840 x 2160)@30fps slow motion: 480fps @HD,240fps @HD"" -RAM : 8GB -ROM : 256GB -SIM Tray : Dual-SIM -Network Type : 5G -USB Interface : USB Type-C -USB Version : USB 2.1 -Earjack : 3.5mm Stereo -Bluetooth Version : Bluetooth v5.3 -NFC : Yes -Battery Capacity : 5000 mAh -25W Fast Charging",98% pembeli merasa puas,438 rating • 169 ulasan
62,https://www.tokopedia.com/tecnoofficialstore/tecno-pova-6-12-12gb-256gb-70w-ultra-charge-6000mah-5-tahun-proteksi-120hz-6-78-fhd-amoled-90fps-gyroscope-dual-speaker-dolby-atmos-ultra-thin-body-108mp-ultra-vivid-camera-android-14-garansi-12-1-bulan-comet-green-12-256gb-3321a?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"Keunggulan: Mediatek Helio G99 Ultimate 6nm 6000mAh + 70W Ultra Charge + Proteksi Baterry 5 Tahun 120Hz Amoled 90 FPS untuk Mobile Legend & Free Fire Fingerprint on Display Big RAM 8+8GB* / 12+12GB* (Extended RAM) Big ROM 256GB with Expanded Micro SD Hard Gyroscope, Turbo Light Design, NFC Double Speaker by Dolby Atmos Dual Camera 108MP and 32MP Selfie Camera Ultra Thin Body HiOS Android 14 Kelengkapan Unit: Perangkat x1 Charger x1 Kabel Data USB Type C x1 Screen Protector x1 (Sudah terpasang) Case Pelindung x1SIM Ejektor x1 Petunjuk Pengguna x1 Persyaratan keluhan Tecno OS: 1. Simpan bukti resi dan pesanan Anda dengan baik. 2. Wajib membuat video unboxing saat menerima produk Tecno yang masih tersegel. 3. Cek segala kelengkapan unit Tecno Anda. 4. Jika terdapat kekurangan dan kerusakan silakan menghubungi live chat Tecno OS. 5. CS akan mengarahkan langkah selanjutnya jika memberikan syarat 1 & 2.",98% pembeli merasa puas,371 rating • 169 ulasan
63,https://www.tokopedia.com/accesosesories-8/hp-vivo-y53-murah-meriah?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,Hp VIVO Y53. #Camera 8MP Tear. #2 GB RAM #16 GB ROM #Android 6.0 # Triple Card Slots #Bonus anti gores kaca an Silikon warna. Garansi Resmi 1 tahun. NB: kotak an kartu garansi jangan hilang. mohon perhatian dan kerjasama. thanks,Customer satisfaction information not found.,Rating information not found.
64,https://www.tokopedia.com/vertu88shop/handphone-oppo-r15-6-28-inch-128gb-8gb-ram-hp-murah-bergaransi-garansi-toko?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"PILIHAN WARNA :WHITE,BLUE,BLACK Oppo R15 8/128GB Pilihan warna: red, White, Purple, Dimensi: 155.1mm x 75.2mm x 7.4mm Berat: 175g OS: ColorOS 5.0, based on Android 8.1 Chipset: Mediatek MT6771 Helio P60 (12 nm) CPU: Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53) GPU: Mali G72 MP3 RAM: 8GB Memori: Memori internal 128GB, memori eksternal microSD, hingga 256 GB (menggunakan slot SIM 2) Display: 6.28 inci Fitur layar: Multi-touch, AMOLED Capacitive Screen Resolusi: 2280 x 1080 pixels Warna: 16 juta warna Tipe layar: On-Cell OLED Kamera: 16MP & 5MP, 20-megapixel, dengan LED Flash Sensor: Gyro, Light Sensor, Proximity Sensor, G-sensor, E-Compass SIM Card: Dual Nano-SIM Cards Konektivitas: Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot Baterai: Li-Po Non-removable 3450 mAh",Customer satisfaction information not found.,Rating information not found.
65,https://www.tokopedia.com/handphonesecondtermurah/handphone-huawei-p30-pro-8-256gb-second-seken-bekas-murah-hp-aja-894cb?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"SELAMAT DATANG DI MC.STORE SELAMAT BELANJA :) [ PERHATIAN ! ] ° BACA DESKRIPSI DAHULU SEBELUM MEMBELI, AGAR TIDAK ADA KESALAHPAHAN ANTAR PENJUAL DAN PEMBELI ° UNTUK WARNA KAMI KIRIM SESUAI STOK YANG TERSEDIA ATAU CHAT TERLEBIH DAHULU UNTUK MENANYAKAN WARNA YANG TERSEDIA ° TERSEDIA BUBBLE WARP TAMBAHAN ADA DI ETALASE TOKO, AGAR BARANG LEBIH AMAN. ° DETAIL PRODUK : - Kelengkapan : HP AJA - Fungsi : Normal - Spek Singkat • Layar : 6.47 inches • Resolusi : 1080 x 2340 pixels • Chipset : Kirin 980 • RAM, Internal : 8GB RAM, 256GB • Kamera Depan : 32 MP • Kamera Belakang : 40+8+20 MP • Battre : 4200 mAh battery ° Garansi toko 5 hari sejak barang di terima, tentunya syarat dan ketentuan berlaku. tanpa bukti yg jelas proses GARANSI hangus. NOTE!! : Untuk retur harus berupa bukti yg valid, syarat dan ketentuanya sebagai berikut : - Memberikan rating / feedback buruk tanpa berdiskusi terlebih dahulu tidak kami layani - Segel tidak rusak - Video Unboxing paket - Ongkos retur di tanggung pembeli ° Jadwal Pengiriman : - Senin - Sabtu maksimal jam 17.00 WIB - Minggu maksimal jam 16.30 WIB NOTE!! : Khusus hari minggu gunakan jasa pengiriman J&T, selain itu jasa pengiriman yang lain libur Jika ada kendala pengiriman maka akan ada info lebih lanjut Pahami dan baca dengan baik sebelum membeli produk agar tidak ada kesalah pahaman. Terimakasih Telah Berkunjung. #hpmurah #androidmurah #hpseken #androidseken #hp #android",Customer satisfaction information not found.,Rating information not found.
66,https://www.tokopedia.com/sukandar435788/vivo-y19-android-handphone-ram-8gb-256gb-layar-6-53-baterai-5000mah-hp-murah-cuci-gudang-smartphone?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"【Bergaransi Resmi 1 Tahun | VIVO Y19】 Keunggulan Utama: Layar Lebar & Jernih: Performa Tangguh: Ditenagai prosesor Helio P65 Octa-Core, ideal untuk multitasking dan bermain game dengan lancar. Kapasitas Penyimpanan Besar: RAM 8GB dan penyimpanan internal 256GB, dengan slot microSD tambahan untuk penyimpanan lebih banyak. Baterai Tahan Lama: Kamera Canggih: Triple kamera 16MP (utama), 8MP (ultra-lebar), dan 2MP (makro) untuk hasil foto yang tajam dan profesional. Spesifikasi Lengkap: Dimensi: 162.2 x 76.5 x 8.9 mm Berat: 193 g SIM: Dual SIM (Nano-SIM, dual standby) OS: Android 9.0 (Pie) dengan Funtouch 9.2 Koneksi: Bluetooth 5.0, Wi-Fi dual-band, GPS, microUSB 2.0 dengan OTG Sensor: Sidik jari (belakang), akselerometer, kompas, sensor kedekatan Ketentuan Garansi: Garansi tidak berlaku jika: • Barang sudah dibongkar atau tidak bersegel • Telah diservis di tempat lain • Human error (jatuh, terbakar, terkena air) • Memberikan ulasan negatif atau bintang di bawah 4 Syarat Retur: Segel utuh dan bukan kesalahan pengguna. Tidak ada VIVO cloud lock di HP. Ongkos kirim ditanggung pembeli. Barang harus dalam kondisi seperti saat diterima. Menyertakan video unboxing dan video masalah yang dialami. Catatan Penting: Harap baca syarat & ketentuan sebelum melakukan transaksi. ""Anda sopan, kami segan!""",Customer satisfaction information not found.,Rating information not found.
